transferId,plugin,srcAbstractTokenId,srcValueUsd,duration
T-9e4fe07f-f928-42f0-9603-d24da07c7294,across,MOCK03:tether:USDT,152.674,30
T-38a68b2b-43ee-4843-a5e0-7983283a4da9,across,MOCK02:ethereum:ETH,3.6177874,10
T-d1c5f5f0-0c59-461e-976c-47768b5966b0,across,MOCK02:ethereum:ETH,2.9134734,1
T-a0967ce2-0055-409f-9d3e-93eca6af8f94,across,MOCK02:ethereum:ETH,387.33124,0
T-89172469-bbba-4104-ac1c-040d6a92b6e4,across,MOCK02:ethereum:ETH,3.6348948,14
T-e411e962-f6b3-4e2d-921e-2001b1fdea7a,across,MOCK01:circle:USDC,46.995346,16
T-9cb9af74-8177-42c2-94ad-fba8bb50749c,across,MOCK01:circle:USDC,349.965,2
T-947492c4-7e87-4efb-b954-33f7358b8908,across,MOCK02:ethereum:ETH,3.87096,4
T-3bc148bc-46cf-4542-a758-58a55b49f81b,across,MOCK02:ethereum:ETH,100.85121,10
T-ff8b56d6-bd29-427d-ac51-e64c36ba520b,across,MOCK03:tether:USDT,5005.0103,16
T-23d50e18-044e-4738-aa20-1d3a402a3a78,across,MOCK02:ethereum:ETH,1.1528293,12
T-971d2dc6-e63f-4862-8b03-bac3a6e6fe6d,across,MOCK02:ethereum:ETH,59.950546,8
T-6bfc70bf-b642-43ba-bd69-d4d20c72abbd,across,MOCK02:ethereum:ETH,283.07663,16
T-6ed667e3-80ae-40fa-9ed4-dad9e16fa17b,across,MOCK01:circle:USDC,164.9665,4
T-7949236e-4e5f-441e-9b03-f6d147f4cd76,across,MOCK02:ethereum:ETH,37.597507,8
T-1442507b-ff0e-4665-b221-cef1f25c6765,across,MOCK02:ethereum:ETH,41.85383,3
T-2ca264ae-852b-4b64-a92c-32d77ea098a9,across,MOCK01:circle:USDC,1127.1737,15
T-1d9c3445-c2ce-4c88-90d1-a206a151eccd,across,MOCK02:ethereum:ETH,0.7607897,0
T-c4c6bcda-72f0-4f9e-b84d-b6e67e913192,across,MOCK02:ethereum:ETH,11.951385,10
T-bbf3c722-af5b-4c29-874d-473a4c6f7270,across,MOCK02:ethereum:ETH,3.5002346,4
T-1f3c41e2-dab9-46da-b7e8-f293d8825930,across,MOCK02:ethereum:ETH,1.9892861,2
T-132f8d1a-1449-48e5-8898-f2ceb56dbfe7,across,MOCK01:circle:USDC,21.9978,2
T-4905e9a1-8b28-425a-9e8e-f3fd75cbe2a0,across,MOCK02:ethereum:ETH,74.15078,3
T-f8f579fc-19cc-411c-8e39-f43eafd7df44,across,MOCK01:circle:USDC,4.497389,2
T-6b3ae61b-295d-43c9-b033-f6d465edf6c9,across,MOCK01:circle:USDC,99.9797,10
T-94c89599-9b5c-4ce4-8f8c-46346b3185d2,across,MOCK02:ethereum:ETH,4.383598,2
T-745865dc-1b42-49cf-b34a-f2742773275d,across,MOCK02:ethereum:ETH,67.25347,10
T-cc6017e5-0db5-477c-bd72-0d7c98ee20ac,across,MOCK02:ethereum:ETH,99.53149,2
T-92d425b5-94c6-4329-b873-016c69fa3b80,across,MOCK02:ethereum:ETH,6.986844,1
T-a3486ef0-a45f-4c6f-99f9-bbb919bd29d9,across,MOCK02:ethereum:ETH,3.0270193,22
T-04bffedd-9f25-4286-a73b-3b33dc618c10,across,MOCK02:ethereum:ETH,8.185302,1
T-30e6ed62-188b-4283-b7f9-3c57821a938d,across,MOCK01:circle:USDC,1279.1252,0
T-00a6deba-0765-4c27-b64e-e33252982b72,across,MOCK02:ethereum:ETH,3.8768845,23
T-a79da3f2-ae14-46ff-ba64-41ae2f18d988,across,MOCK01:circle:USDC,4967.1206,34
T-f0c82775-f1eb-4dc8-adbd-8c4084b736cb,across,MOCK16:usdt0:USDT0,0,42
T-ddd30add-95de-4899-885c-9fdc116e1a7d,across,MOCK01:circle:USDC,4.94904,30
T-c4389fcd-e904-4b1c-a7ba-54011c452ee3,across,MOCK02:ethereum:ETH,20.062244,6
T-2b544602-1759-495b-bffc-cacf398cc813,across,MOCK06:pooltogether:POOL,40.036964,3
T-c8d21e7d-6bac-419d-a709-45d7269c075e,across,MOCK02:ethereum:ETH,38.47422,7
T-e1f481ff-9ac7-4ffe-9aac-76b6ec8913d6,across,MOCK02:ethereum:ETH,3137.7483,20
T-d3d1c3d7-e5e1-425a-a3f2-00cf81592d8d,across,MOCK01:circle:USDC,999.7021,12
T-4bb25dc2-0d27-42c5-a04a-5abfa0e466f0,across,MOCK01:circle:USDC,565.9197,8
T-5babb001-a0bc-4f7f-888c-bbb2e153d12c,across,MOCK02:ethereum:ETH,10.391517,2
T-254b24a4-5993-42e0-8a6d-903ae5902ea7,across,MOCK01:circle:USDC,1449.9933,26
T-e3c021f9-8467-4cb8-a749-25d3152c0e5f,across,MOCK01:circle:USDC,374.41434,12
T-aa8ebd68-057e-4774-b977-d084ebce1c87,across,MOCK02:ethereum:ETH,4.9653172,2
T-8d6d5973-493a-4efe-b2b8-cff35ee89aa3,across,MOCK03:tether:USDT,147.30461,10
T-e1be9feb-bba5-43dd-a566-e4d2ecd7ec00,across,MOCK02:ethereum:ETH,691.3841,16
T-4fec35cb-1d17-4f9e-bbee-799dfb575080,across,MOCK01:circle:USDC,64.8205,8
T-57e51365-ac58-4dba-ae3a-64cbde9d10b3,across,MOCK02:ethereum:ETH,10745.35,34
T-2d0dffaf-aec8-432d-92b6-9d18bff1244a,across,MOCK02:ethereum:ETH,3.8140717,4
T-4fd03750-c554-4c1f-9e74-def00e8c7c24,across,MOCK01:circle:USDC,189.96507,2
T-722b8e22-0d8f-4ef7-b05b-558adcd0fa73,across,,,2
T-cbab9864-9839-4c5e-bbaf-4623d2a28106,across,MOCK01:circle:USDC,9.99801,4
T-881f18ec-6641-4375-8d45-70e43cd4277b,across,MOCK02:ethereum:ETH,26.97876,3
T-74797601-3ee7-444c-8bb1-415eacd77424,across,,,3
T-e5f36362-1417-4919-afe2-3035e7623f27,across,MOCK02:ethereum:ETH,2.694098,2
T-c27912d5-2638-4607-a3aa-f831c4dbc5a2,across,MOCK02:ethereum:ETH,95.68663,2
T-4dd8404e-50f8-4231-9376-bdb377eee097,across,MOCK02:ethereum:ETH,7.0277443,2
T-4df174ba-3467-4a26-95bb-4585740b0319,across,MOCK02:ethereum:ETH,58.52201,0
T-88e6b94c-d652-48ea-a49c-bbd989adccb4,across,MOCK02:ethereum:ETH,14.124092,8
T-e0cd93df-8298-4e23-a18c-47e7b77d46ba,across,MOCK02:ethereum:ETH,383.167,24
T-16968c9c-77f2-4e0d-8127-5350748e4177,across,MOCK02:ethereum:ETH,123.34339,2
T-c6634ffc-3331-4a6a-81b6-92ed8c601780,across,MOCK02:ethereum:ETH,75.927,6
T-bc140235-4550-4b71-84e6-87049c52352c,across,MOCK02:ethereum:ETH,2.0424364,6
T-103d8799-b039-47e9-895f-0a175028fe1f,across,MOCK02:ethereum:ETH,2.093256,0
T-ce4be158-bdde-4f7f-8afc-23485242ba72,across,MOCK02:ethereum:ETH,1.569942,10
T-950ee585-74a1-4a7a-a410-0be981a29d87,across,MOCK01:circle:USDC,565.7773,16
T-a9d843e5-bac2-4438-9c0a-3cdc97638dbf,across,MOCK02:ethereum:ETH,3.9694335,0
T-c2c0116a-d1c0-4e9f-994c-fabaa7610088,across,MOCK02:ethereum:ETH,7.7528,2
T-f615285b-150e-453c-9661-36b5c373e367,across,MOCK02:ethereum:ETH,3134.0889,28
T-d3c6c440-8d5c-4ca2-bb31-281ad8cad823,across,MOCK01:circle:USDC,511.37988,2
T-62c1c6f2-41b9-43c5-977b-f40fac1b2609,across,MOCK01:circle:USDC,3399.3235,8
T-4aafa5ca-5dd5-4677-980a-a0ed5c285e82,across,MOCK02:ethereum:ETH,17.265505,2
T-78ade0bb-8741-435c-8ac4-75c7b36f6062,across,MOCK03:tether:USDT,111.34004,6
T-b7eedadc-5f55-4b86-ab66-3367c3ac604d,across,MOCK02:ethereum:ETH,34.114967,1
T-ee22e631-508d-4f08-9abf-d54716598231,across,MOCK02:ethereum:ETH,4.623486,1
T-ddc6b74e-254c-420e-a8ba-f75b477620e2,across,MOCK01:circle:USDC,38.771782,4
T-d44cfb4e-50f2-4f17-a46c-c06b82f6b814,across,MOCK01:circle:USDC,599.9328,8
T-674a8e07-469a-4de9-a0f3-5e1c4041b1ea,across,MOCK01:circle:USDC,2.212935,4
T-2e601e8a-dc16-4ab2-9110-4dbcefcbca3f,across,MOCK02:ethereum:ETH,49.95904,4
T-a2c58887-8865-48e9-bb7e-096c868a0f79,across,MOCK01:circle:USDC,5.392104,0
T-8b0c6673-0a0c-4596-a44b-69324ae01fb0,across,MOCK03:tether:USDT,4504.7866,26
T-a04ab6b3-d2e9-47f2-a2e3-4b6d9fe7bf94,across,MOCK01:circle:USDC,1.0617387,3
T-7a109374-bd22-426b-ad66-62ef9d4bdb58,across,MOCK02:ethereum:ETH,3.87096,2
T-28525c83-ea12-43c4-b810-efa38453e4bd,across,MOCK01:circle:USDC,32898.75,39
T-42d5d9de-8ceb-4a4f-ade3-e00f3734bca4,across,MOCK02:ethereum:ETH,114.910934,2
T-cf7efc91-c21c-4e25-bc8c-570f5fb70648,across,MOCK02:ethereum:ETH,49.91255,8
T-0af3da35-fda5-42f0-954c-7bbb4e4a6b6b,across,MOCK01:circle:USDC,2.8881764,1
T-54a75072-d604-497e-b6f4-79f0f8e8a510,across,MOCK02:ethereum:ETH,3.87096,2
T-8f0f46e2-5e0d-4bbd-9a02-22ec98b04eab,across,MOCK01:circle:USDC,50.021564,0
T-69c26803-3836-49b6-b0c8-afee9e0ada41,across,MOCK01:circle:USDC,0.7421375,2
T-03957b5b-58ce-4b73-8013-a8e90ac22123,across,MOCK01:circle:USDC,10.017233,0
T-315cadba-a638-4e3c-a9d7-8d642ff60f2d,across,MOCK02:ethereum:ETH,46.18452,2
T-23c3751f-2888-425f-a7d2-ee426d4893c3,across,MOCK02:ethereum:ETH,120.1684,10
T-06f4daea-2d0e-405d-8704-e4a074015a7f,across,MOCK02:ethereum:ETH,41.638367,2
T-31fa1dcb-53fe-491f-a5e9-682daf53e313,across,MOCK02:ethereum:ETH,529.2681,4
T-cf02b417-5ec0-4b2e-bbef-d4dff76d8f8a,across,MOCK02:ethereum:ETH,28.437727,4
T-fcbbdc4a-340a-40c5-9073-fdba284f53ca,across,MOCK01:circle:USDC,14997.055,22
T-7acf7518-6e27-41a6-a061-e501378d506f,across,MOCK02:ethereum:ETH,54.30449,2
T-fca7d850-a1d3-45be-9375-8a68effa86cb,across,MOCK01:circle:USDC,55.988857,4
T-0664af9f-2ed4-45f0-8020-4b0fd12660ca,across,MOCK02:ethereum:ETH,187.44264,16
T-29667572-a913-438a-a779-5fc0e6288d5d,across,MOCK02:ethereum:ETH,3.7909317,4
T-22ff0134-d3fe-412e-a2fd-ab0c44aed900,across,MOCK02:ethereum:ETH,1166.565,0
T-20b6be6d-8109-4f6e-b890-5435676b14de,across,MOCK02:ethereum:ETH,77.771,6
T-09c9fe02-d2fd-4a02-b96c-f0ceb98e7bb3,across,MOCK01:circle:USDC,1.8533372,1
T-5555e9e5-f3b6-4bfa-895c-d18c9b1b0f9f,across,MOCK01:circle:USDC,11.44109,1
T-97ed2612-024c-4453-bb89-644581526f03,across,MOCK02:ethereum:ETH,41921.6,1
T-b394dd83-c886-4341-a96b-1670baf0b8e0,across,MOCK02:ethereum:ETH,5.6111774,3
T-3936ea0d-ee08-4229-b90e-3daca3791953,across,MOCK02:ethereum:ETH,30.797316,10
T-f99b2f29-5398-4bac-b8fb-ffd5454c0490,across,MOCK02:ethereum:ETH,124.4336,16
T-ea4083f1-142b-41ce-be3e-daa1988403e1,across,MOCK02:ethereum:ETH,1.567153,6
T-7a1ff0a2-989b-44dd-ac4f-0bf849b0e3e0,across,MOCK01:circle:USDC,32.566277,3
T-a49ad41f-3fde-4043-92db-04d1a20dfc05,across,MOCK01:circle:USDC,83.451904,8
T-725dffc7-65de-4ba6-8591-8756b314f82d,across,MOCK01:circle:USDC,1089.5886,15
T-33f2aa8f-7670-4b6f-a7ea-6d189e483c88,across,MOCK01:circle:USDC,499.903,2
T-bc70ab16-3484-46bb-a154-c95804164f25,across,MOCK02:ethereum:ETH,69.7752,16
T-32e4652a-d78e-4626-9c5c-26e7b35e8f4e,across,MOCK02:ethereum:ETH,5.3419247,2
T-00b6533e-946a-4d7d-b09d-7a7dbb1fa436,across,MOCK02:ethereum:ETH,913.36707,2
T-aa74edcf-40f4-493c-9424-97a5e859f1c0,across,MOCK01:circle:USDC,83.05703,2
T-d5549ca2-cf48-4d77-b922-a1e561153bd9,across,MOCK02:ethereum:ETH,238.1544,18
T-eca261c3-b250-40a8-ac07-9a5e312afec7,across,MOCK02:ethereum:ETH,38.073975,4
T-33178608-addb-4fa8-bf81-943447000dee,across,MOCK02:ethereum:ETH,4.65168,4
T-f7d3cac0-b28d-4bae-bbad-92b08e7b0d00,across,MOCK02:ethereum:ETH,1.1275159,0
T-b220cedb-da2d-4331-b5fc-8dfbddd8154b,across,MOCK01:circle:USDC,483.5195,2
T-ac35b4d2-fe05-4e5f-8297-63b4412258e4,across,MOCK02:ethereum:ETH,6.927127,8
T-4e0e467b-5036-4831-b18e-7f63d35cf03f,across,MOCK02:ethereum:ETH,153.35954,2
T-cecde2f2-68cd-4726-b15c-08fcadd22635,across,MOCK02:ethereum:ETH,1.0025786,3
T-ac91bffa-5250-49a2-804b-4fc6f0ebf528,across,MOCK01:circle:USDC,5325.729,28
T-a80fb94c-7561-4ac2-b0d3-f5f7d9da7199,across,MOCK01:circle:USDC,17.997984,0
T-02ea8f9e-9091-479b-9251-c0f70921f5e0,across,MOCK02:ethereum:ETH,5.8172708,4
T-0bb63384-af05-46b4-a6c0-cdff6c035ff5,across,MOCK02:ethereum:ETH,9.974131,10
T-35d8aa14-9e51-4f93-86ae-1e129bd43704,across,MOCK01:circle:USDC,19.3318,0
T-45fa1380-593b-470c-8711-846b73a66de8,across,MOCK02:ethereum:ETH,7.3143625,4
T-ea077b7f-a298-4c32-b547-11db499533f2,across,MOCK02:ethereum:ETH,3.87096,24
T-5cb58e76-a053-4e72-b392-b246c0cee813,across,MOCK02:ethereum:ETH,45.29902,2
T-8ada0728-2356-4005-9c22-b72c60d43edf,across,MOCK02:ethereum:ETH,99.80353,10
T-81afae5c-d77f-40c0-98b9-a2d1441144a2,across,MOCK02:ethereum:ETH,138.25049,2
T-346d0d84-8c75-45e5-9194-995623852d97,across,MOCK02:ethereum:ETH,34.126038,6
T-87b40fd9-9e4a-4c82-984b-1fbeb49a8923,across,MOCK02:ethereum:ETH,3.5996637,2
T-d9a30892-12cf-48ee-9810-251d0625a98b,across,MOCK01:circle:USDC,20.943247,1
T-9b0a59dc-5bfb-4a4f-9f4f-de32813bc0aa,across,MOCK02:ethereum:ETH,0.67837,0
T-3a2256aa-f685-4456-90bc-c663aeb36e78,across,MOCK02:ethereum:ETH,5.44397,2
T-32c9b149-9f26-41ef-ac90-649c830832d4,across,MOCK02:ethereum:ETH,4.650706,1
T-9beb2115-1a90-4c79-a557-2ea144edebff,across,MOCK02:ethereum:ETH,131.7976,16
T-51c09cf0-be89-480c-a84b-c87756b16923,across,MOCK01:circle:USDC,669.8995,8
T-0f344f3c-7ba6-4e56-a7ec-869c6e07a9ba,across,MOCK01:circle:USDC,103.98835,16
T-cd714933-6daf-4f77-a2a3-daffa73ae799,across,MOCK02:ethereum:ETH,5.778385,10
T-5750c685-8a83-42ea-a8c1-3bc36ee8f76b,across,MOCK01:circle:USDC,38.485687,4
T-68c6237e-c60e-47f8-bbf0-fb73650ae558,across,MOCK02:ethereum:ETH,37.845406,0
T-dd776fe3-3549-45f8-b260-d59080c4b837,across,MOCK03:tether:USDT,7501.541,1292
T-2a9a9a96-da13-4d47-911d-69f30c55906a,across,MOCK02:ethereum:ETH,1.6890165,0
T-524b8a54-eb0a-4abe-aaac-d4af0592bf9d,across,MOCK01:circle:USDC,9.586846,0
T-5435f176-e0ed-4f70-9303-2ccf0d53fcf3,across,MOCK02:ethereum:ETH,11.594313,2
T-233fb098-ee8b-4cf2-98e2-cded3841def3,across,MOCK02:ethereum:ETH,152.64488,22
T-b788e76e-ab45-4bc1-b8e2-6dfbfd67a59a,across,MOCK01:circle:USDC,381.2348,12
T-943dd336-5aeb-4ae5-bdab-0ca1cc7482ce,across,MOCK02:ethereum:ETH,111.06607,2
T-6a1e67f3-e469-478e-b63c-a25acaae061e,across,MOCK01:circle:USDC,15.116553,2
T-e6300f07-a4ef-4e88-9b8b-f8d865a67399,across,MOCK02:ethereum:ETH,505.5115,2
T-622525e5-1d8c-4867-a852-14b8c5d6911a,across,MOCK01:circle:USDC,4.496806,2
T-672aa61d-e59a-426c-989d-4cd644ab52be,across,MOCK02:ethereum:ETH,75.0674,4
T-6fe57668-6661-49be-9bdb-9d403e353a1b,across,MOCK02:ethereum:ETH,38.2536,3
T-6670efd8-880e-4994-92bb-c86811425a14,across,MOCK01:circle:USDC,9.614436,3
T-cd820ad9-ebfe-4f60-a75f-784325e4fd82,across,MOCK02:ethereum:ETH,1.1590436,2
T-26f5dc87-a027-4c7b-a2ee-bf083279155b,across,MOCK02:ethereum:ETH,0.9535944,2
T-26d002b3-6540-4296-b8d4-dc676d9e30a7,across,MOCK02:ethereum:ETH,1.1512908,2
T-3dc8d75e-0ac8-4aaf-a596-3782f3da9c21,across,MOCK02:ethereum:ETH,3.6629112,0
T-6509a18f-e39e-464d-a73b-f2255ecc2b44,across,MOCK02:ethereum:ETH,7.769306,4
T-7dd186e5-250c-4651-b5ee-73f97fc4bfe8,across,MOCK01:circle:USDC,5.007942,2
T-8b1d4d97-b4fe-44a6-ba7d-bdc8793bf8f6,across,MOCK02:ethereum:ETH,62.497364,2
T-7209584e-4c0f-43cf-bad0-a39a4459c38e,across,MOCK02:ethereum:ETH,3.87096,24
T-3f1c5919-507d-435e-b20f-688c36d0856e,across,MOCK01:circle:USDC,497.51813,0
T-4e92f18d-5084-49a1-b015-4a539c5f5c96,across,MOCK02:ethereum:ETH,3.8725235,2
T-6ef3903a-9bcb-42e5-b59b-61338ee30b23,across,MOCK01:circle:USDC,199.47008,16
T-a5dbde0a-0f6b-4a37-b4ff-2ab949be4f77,across,MOCK02:ethereum:ETH,232.94255,2
T-bf8529c8-eefd-451d-9b4a-a5bbcc54ba8d,across,MOCK02:ethereum:ETH,3.87096,12
T-de82125d-02ee-4272-ab73-1f3aff5dd36e,across,MOCK02:ethereum:ETH,115.4613,8
T-920f3505-4ab8-4fe6-8e8c-e5585ef03fbc,across,MOCK02:ethereum:ETH,3841.2,28
T-c540e284-b55d-4176-8929-725ac6f66e6c,across,MOCK02:ethereum:ETH,20.142689,2
T-45e9e6b9-4ca2-49f7-8653-52402403a74e,across,MOCK02:ethereum:ETH,6.9928765,6
T-5ab6bd52-0b5d-4321-a555-5ccb54613aeb,across,MOCK02:ethereum:ETH,3.0385144,8
T-ea16617e-d19d-4a8f-a543-39f00f9c0526,across,MOCK02:ethereum:ETH,38.24683,2
T-c9e0fee3-ebf7-4596-b45f-8261b5858382,across,MOCK01:circle:USDC,499.944,2
T-f31e2bf4-ea62-4222-88a5-25e05e60bd6d,across,MOCK01:circle:USDC,4.99944,8
T-8ee750f9-1a91-4b7a-8fc7-abef05278c66,across,MOCK01:circle:USDC,29.99664,12
T-3edd6b15-8bd4-443c-a44a-9afaad50fcd1,across,MOCK01:circle:USDC,149.60255,8
T-57f3b89c-ecbb-4e2e-861e-54098790eb37,across,MOCK02:ethereum:ETH,1.55056,2
T-0dded9f0-b411-48af-9cdf-66b09de33c07,across,MOCK02:ethereum:ETH,3.87096,12
T-13eee0f4-3991-4f13-9610-15487ee74797,across,MOCK02:ethereum:ETH,41.702312,12
T-78285b84-d585-46b8-abd4-1175d0a63b9a,across,MOCK02:ethereum:ETH,7.2226977,1
T-ce9e4ffd-ad09-4271-bdb6-2a6c957ac8f3,across,MOCK02:ethereum:ETH,7.6441817,4
T-a7e5ab5b-ccec-4490-96a6-fa306473a032,across,MOCK02:ethereum:ETH,2.8865325,2
T-e39df682-6001-4f7a-a3db-7dba303c2707,across,MOCK01:circle:USDC,499.904,2
T-813f1a07-57c0-4697-aee6-48133a541844,across,MOCK02:ethereum:ETH,1.1590436,0
T-9748e8fc-126e-4e28-afb3-4f9b4da154df,across,MOCK02:ethereum:ETH,114.910934,2
T-f5e8ce1b-9b74-4613-8fdf-054956b142a5,across,MOCK02:ethereum:ETH,5.773065,14
T-b4eff796-f9a0-4d9a-a84f-a45a819ed5fc,across,MOCK02:ethereum:ETH,56.960907,3
T-1e8cfb42-0550-48af-ace9-c6ff1c6b75d1,across,MOCK02:ethereum:ETH,4.837747,0
T-d960dedf-5979-446a-8ab5-c043cfd79c8d,across,MOCK02:ethereum:ETH,7.7528,0
T-f8900e5c-8f4b-408a-8d4e-05cf7b4641c6,across,MOCK02:ethereum:ETH,72.63697,6
T-1534e75c-91a7-4c4b-8bb8-bc291aa4de54,across,MOCK02:ethereum:ETH,5.742594,3
T-75ed2847-b7a3-4b0a-811f-187c3806d730,across,MOCK03:tether:USDT,231.28223,9
T-5fd3e829-8a23-4e69-9bae-2314154a8dfd,across,MOCK01:circle:USDC,196.232,8
T-8ad41a18-e525-4017-aaae-6289f0021979,across,MOCK02:ethereum:ETH,622.168,4
T-01a3fe0c-9aa5-4168-8f71-1abaffaa46c6,across,MOCK02:ethereum:ETH,592.9308,1
T-51110846-6c03-4af9-8f2a-49ecb70e2b20,across,MOCK03:tether:USDT,4797.4414,26
T-0bce745a-4dbb-45c9-ad50-3acd59d36d25,across,MOCK02:ethereum:ETH,9.911508,1
T-4c8e287f-acc3-423e-a01d-b098a6ff217d,across,MOCK02:ethereum:ETH,2.322576,3
T-1fd31ae3-caf2-4e66-aed0-85b584b6b94a,across,MOCK02:ethereum:ETH,0.99483675,0
T-410788d0-b486-482a-b558-568d15231783,across,MOCK01:circle:USDC,1.2662961,2
T-189cb3c2-3233-4727-bc59-5ad89f1d9c50,across,MOCK02:ethereum:ETH,505.5115,2
T-8f274932-60ec-413c-87f0-888d3525fd74,across,MOCK02:ethereum:ETH,0.77528,2
T-006ffe24-80b1-4cd4-a759-e7ca994e5d8c,across,MOCK02:ethereum:ETH,665.6126,26
T-d94b736e-4c96-4525-b177-7072b8a5d1b9,across,MOCK01:circle:USDC,354.92935,18
T-a27ff5f6-b40d-445f-a07d-7dfb12f790b0,across,MOCK02:ethereum:ETH,171.34056,7
T-bee4d906-bfd6-4e4a-a5a6-eff8c43238da,across,MOCK02:ethereum:ETH,14.469295,10
T-393860a1-f113-47f7-bc8f-06dc3e508ee6,across,MOCK02:ethereum:ETH,3.9468782,2
T-dabe51b3-542a-4c08-a2e7-a318c4305c5d,across,MOCK01:circle:USDC,1658.102,6
T-ba54fea5-404b-4cf9-b1dc-fc3bd66b3137,across,MOCK16:usdt0:USDT0,0,18
T-b3f5b1f5-8a47-4126-8956-cb28fb4e6fb3,across,MOCK02:ethereum:ETH,0.5543252,2
T-788b11b0-daea-44d8-9913-012e4e611a28,across,MOCK02:ethereum:ETH,17.066847,2
T-2b1d424a-d20e-4604-b442-6c2038e7a128,across,MOCK02:ethereum:ETH,7.6132584,2
T-9a62f251-9211-42fb-b11b-0ad7fe28f5b2,across,MOCK01:circle:USDC,364.35577,2
T-776e4047-490a-4f95-bcc1-0e772f464d8f,across,MOCK02:ethereum:ETH,3.0335104,28
T-b44eff91-22b1-4e54-b239-86a1d43a9d3e,across,MOCK01:circle:USDC,872.20233,10
T-fb80b982-4156-4af3-9e99-ac4da02b6e9f,across,MOCK02:ethereum:ETH,542.2233,0
T-8b4edf6c-4967-4179-a20f-ec4ddf6921b9,across,MOCK01:circle:USDC,398.76797,16
T-8d45ba22-7581-41df-a47f-6db5a4e93f64,across,MOCK01:circle:USDC,11.8926325,22
T-ec6bdf03-ed11-421b-ac0d-69bc21e48c99,across,MOCK02:ethereum:ETH,3.225165,1
T-8bd87ac3-5143-4df8-8d71-a2e5775c8e15,across,MOCK01:circle:USDC,170.66396,2
T-69a1582f-c4e8-45ef-a3ff-8202335b7d37,across,MOCK04:wbtc:WBTC,39867.285,14
T-f3a23c6f-4675-408e-9e8b-818162733dc0,across,MOCK02:ethereum:ETH,622.168,2
T-ce07f01c-a35e-4cb0-b84c-d65833a9f809,across,MOCK02:ethereum:ETH,2.2490277,3
T-e2977409-bffc-4ef9-b6e1-7541f571ac7b,across,MOCK02:ethereum:ETH,3.87096,22
T-7fb2055e-4887-4d84-9ca9-191e24b7aaba,across,MOCK02:ethereum:ETH,1.9382,2
T-8d9c25d0-1136-49b4-beb4-f04b3801e195,across,MOCK02:ethereum:ETH,23.525965,8
T-cf17693f-53d6-4502-abeb-85b49d277426,across,MOCK02:ethereum:ETH,0.9852698,2
T-64be1cc7-e176-4631-90a8-2bb3a7c94c89,across,MOCK14:velora:VLR,384.56354,4
T-78db1142-51eb-4ec0-b549-bdec79453bc3,across,MOCK02:ethereum:ETH,3.87096,10
T-8d620033-b2b5-4260-ba85-8325ed7a2f0a,across,MOCK02:ethereum:ETH,68.04962,10
T-09a4ad7d-a57c-40e7-9618-6a64c2db1b15,across,MOCK02:ethereum:ETH,1.9277381,2
T-0a54e88d-0382-4d00-8423-ab741b882459,across,MOCK01:circle:USDC,187.99078,0
T-75ed41b7-3ea4-4720-9098-e0ad27a1c8bb,across,MOCK02:ethereum:ETH,26.269966,3
T-447cf74c-b04d-40c9-9cc7-e797508e7220,across,MOCK02:ethereum:ETH,2.4929388,10
T-7eefc86d-465c-4477-a77f-dc55fd843c55,across,MOCK02:ethereum:ETH,46.063263,2
T-e97bce9c-12df-49ed-a92b-e8fde168e00b,across,MOCK03:tether:USDT,100.139534,22
T-36dc59ef-702a-40d4-a40c-4b295af98521,across,MOCK02:ethereum:ETH,111.06607,2
T-eb08c9b7-dc8f-4f45-881b-c865132fd553,across,MOCK01:circle:USDC,1098.427,2
T-122d0b63-3876-4d22-8d58-4155fb060275,across,MOCK02:ethereum:ETH,0.7699329,9
T-705ad6c4-4ba6-42a3-854d-87dc55af42ed,across,MOCK02:ethereum:ETH,1.0468491,4
T-c0ceda77-2c37-4459-8277-29dc118152e3,across,MOCK01:circle:USDC,16.61512,4
T-97180494-9c4e-4361-ba42-76f8d9a6d00f,across,MOCK02:ethereum:ETH,17.130608,2
T-4181cdd3-1e11-4088-97eb-0860115cd28c,across,MOCK02:ethereum:ETH,2.66532,16
T-43788152-79f8-4f36-a789-91602c8fa077,across,MOCK02:ethereum:ETH,30.57122,2
T-5acfe616-0db5-4a07-a2c3-a7c69aea1502,across,MOCK02:ethereum:ETH,5.992732,4
T-b9ab5dd9-68c2-493f-860a-fdd5e364fae2,across,MOCK02:ethereum:ETH,606.52826,2
T-e1c00b47-d096-49dd-ace5-56842b3b13ff,across,MOCK02:ethereum:ETH,196.5296,4
T-587554b2-ad77-456f-a39f-71af47e41bbf,across,MOCK01:circle:USDC,87.78767,0
T-d2d6559e-f0d8-4631-bd2c-0cfa230bd2e0,across,MOCK02:ethereum:ETH,1.608706,3
T-270de453-3cbf-4007-9254-296223aad263,across,MOCK02:ethereum:ETH,19.21144,0
T-ec8633af-0c45-4dd8-9962-56ce477f2a84,across,MOCK02:ethereum:ETH,1.8859025,6
T-0ef4d0a3-55a1-4014-ba56-d743d35eafa8,across,MOCK01:circle:USDC,8.874125,4
T-abff5d36-0d82-47c5-b276-32138f72b96f,across,MOCK01:circle:USDC,1019.87994,16
T-365287e1-6b38-4d5a-93ea-79c7bee6e182,across,MOCK03:tether:USDT,4997.339,26
T-31ef5637-e1ae-4cb4-9185-05048ab1f484,across,MOCK02:ethereum:ETH,622.48004,10
